,labels,content_clean,mapping
1679,1,"yo  its not only about nazis on twitter, search for comfort women or rape of nanking and plenty of jap right wi… ",hate
1680,0, free english classes! and also arabic and spanish classes  taught by migrants refugees  cos integration and learning goes both ways ,not-hate
1681,0,"‘they knew what they were doing,’ immigrant arrested in bastrop says ",not-hate
1682,0,imagine what would happen if the you.s. did this?  mexico would suddenly be building a wall.    'use foreign aid budget to help illegal migrants go back home' via  ,not-hate
1683,0,his family were originally refugees and then we rescued him from libya.should have left them all there. ,not-hate
1684,0,wtf? what are we waiting for? these ppl will be the death of us.  buildthatwall ,not-hate
1685,1, criminals who illegally enter country in front of others waiting in line legally at legal ports of entries.  buildthatwall    maga2018 ,hate
1686,1,hysterical hypocrite liberals going after  and trump over 10 year old girl where were they when obama deported 2 million hispanics ?? ,hate
1687,0," retweet  always remember,  buildthewall is not an item deliverable that should be traded for  daca .  daca is unconstitutional, against the law, and illegal immigration. you and  congress need to  enddaca completely. all of these i ",not-hate
1688,1, i like to know what  would have done if the victim was one of their big shots daughter. it is time to build the wall and keep these sobs intheir own damn country  buildthatwall  ice ,hate
1689,1," so this bitch blocked me but check her pinned tweet out, she is accusing men of rape on tumblr with… ",hate
1690,1,"italy will no longer rescue immigrants sailing from libya. they have withdrawn their italian coast guard and instructed captains of vessels that from now on, ships in the area off libya should apply for help to the libyan coast guard. ",hate
1691,0,does he realize he is cheering for the  racialreplacement and genocide of the french people? how many of those players were  french? stoptheinvasion  stopthegreatreplacement  stopwhitegenocide  whitepride  migrantcrisis  emmanuelmacron  whitelivesmatter  securetheborder  worldcup ,not-hate
1692,1,two things to learn from this article.  1  the people pushing wheelchairs in airports basically work for tips. do not neglect to show your appreciation.  2  the huntleigh usa corporation sucks. ,hate
1693,0,"  thank you. not all men are bad. in fact, this is not just a 'man' problem. I have had women sa… ",not-hate
1694,0,   maga i hope that does not mean you are going to let them all just stay in the country!  trump signs order that he says will keep migrant families together  ,not-hate
1695,1,so I am working but a friend of mine is telling me that corey booker and kamala harris are fighting for who is the more hysterical woman in the  kavanaughhearings is that true? kavanaugh  kavanaughconfirmation ,hate
1696,1,darlington rape verdict  attacker with hatred of women who described england as a 'bitch country' ,hate
1697,1,"do not you realize you are only making my cock harder with your constant whining, you stupid little bitch? god, your pussy feels so tight when i choke you. i think i might just fill your pussy up right now so you never forget about this day. ",hate
1698,1,fuck you noot noot harime fucking fashion cunt tailor cunt looking bug as eye looking no arm be having bitch ,hate
1699,1, hey man! we are finally on twitter and just wanted to thank you so much again for the ongoing support. you are so inspiring ,hate
1700,0,that a velvet purlole suit bitch I am hysterical ,not-hate
1701,0," this bitch is promoted by communist...her people, refugeeswill listen to her..follow her.simple to say go home, she needsto be hung. ",not-hate
1702,1," 35a is a perfect karmic slap on the faces of regionalists in india. if you keep insisting on regional identity, you will end up getting allah hu akbar. each time. every time. ",hate
1703,0, could you please explain why you praised the research of an anti muslim  and anti immigrant foundation linked to orban's far right government? …  or why you are hosting events at the hungarian embassy for this foundation? h ,not-hate
1704,0,all you niggas saying no grown man should be this excited for a video game. go get you some pussy. bitch stfu. we wait all year for the new 2k to drop as well as other games. we get pussy damn near all year round. you enjoy your life and let us enjoy ours beloved. ,not-hate
1705,0,when i see men wearing skinny jeans ,not-hate
1706,0,tell  to stop slandering courageous guards who protect nation from aggressive male migrants from violent cultures. mainstream europe must “push back” open border extremists who try to hold nation states hostage to their multicult manifesto. visegrad  slovenia ,not-hate
1707,1,meet shukria.a young refugee with an incredible talent for poetry. ,hate
1708,0,"you know what i hate? a fucking ""what about men?"" type assholes when people are talking about women experiences and issues i.e. motherhood, unequal wages, rape, sexual harassment. like fuck you, stfu dickhole. ",not-hate
1709,0, if you feeling like pimp james go ahead and brush your shoulders offhigh voltage️ ,not-hate
1710,0,   kavanaugh also said birth control is abortion inducing drugs christian sharia but of course i am a hysterical woman that should not have any rights maybe you could pass a law like in the old days that my husband owns me ,not-hate
1711,0,"shut the fuck up, brandon. you never cared about his superman. you and a bunch of your buddies are the reason his character was butchered in jl since you all wanted more fun and smiles. stop with this fake caring act for clout. ",not-hate
1712,0,you have been dating for three days. 'i love you' should not even be in your vocabulary.  clingyassbitches  womensuck ,not-hate
1713,1,i welcome those who want to assimilate but muslims do not. ,hate
1714,1,"when did angela merkel last said something ""hello germany berlin cologne munich i love you, thank you!"" ?oh. never happened. she even threw away our country flag.oh, and invited 2 billion of illegal aliens into our country, while other imigrants like turks, are already so toxic ",hate
1715,1, robbie rotten is not stupid you cunt ,hate
1716,0,"libya, migrants and karma  europe's new migration policy wrecks on north african reality ",not-hate
1717,0,"illegal immigrant breaks into nj home, rapes 6 year old girl, police say  foxnewsthis horrific act is reason enough to buildthewall  nodacadeal  noamnesty  endchainmigration  endsanctuarycities  endillegalbirthrightcitizenship deportthemall ",not-hate
1718,1,democrats have been placing refugees and illegals in parts of the country trying to change the outcome of elections and we stop them everytime. democrats have been trying to stop americans from voting and giving more and more refugees the rights to vote against us. dems are done. ,hate
1719,1,retweet   is my  mcm because he gave me a diretweety shout out on instagram.  romancein2016 ,hate
1720,0,trump is not alone — animated map shows 6 border walls being built around the world ,not-hate
1721,0,oh my god you all non fans are so annoying let universes and pentagon grieve let us take all this in first just let us fucking be and leave us the fuck alone we do not need your fucking opinion on the matter i am so fucking done with you all for fucks sake just shut the fuck up ,not-hate
1722,0,"illegal alien turns himself in to ice following deadly hit and run car crash, report says  preventabledeath  stoptheinvasion  therearemoreofthemoutthere ",not-hate
